                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     32,                0.00363,                0.43232,                0.84283,                0.00426,                 0.4163,                0.87191,                0.95588,                0.97368,                0.98931,                 0.8923,                0.00296,                 0.4883,                0.81473,                0.00314,                0.42036,                0.82459,                0.00406,                0.00406,                0.00406
                     33,                0.00377,                0.44292,                0.84598,                 0.0044,                0.41229,                0.86157,                0.97817,                0.93421,                0.98814,                0.88413,                0.00298,                0.47245,                 0.8111,                0.00349,                0.39115,                0.82503,               0.003862,               0.003862,               0.003862
                     34,                0.00372,                0.42414,                0.85239,                0.00421,                0.39241,                  0.868,                0.91764,                0.97368,                0.98681,                0.90135,                0.00268,                0.42846,                  0.806,                0.00288,                0.33573,                0.81349,               0.003664,               0.003664,               0.003664
                     35,                0.00359,                0.40953,                0.84885,                0.00414,                0.38038,                0.86727,                0.90629,                0.93421,                0.98264,                0.89607,                0.00265,                0.43101,                0.80648,                0.00283,                0.38907,                0.81558,               0.003466,               0.003466,               0.003466
                     36,                 0.0036,                0.40804,                0.85007,                0.00412,                0.36175,                0.86403,                0.95925,                0.92919,                0.98755,                 0.8718,                 0.0032,                0.45538,                0.82188,                0.00343,                0.39057,                0.83169,               0.003268,               0.003268,               0.003268
                     37,                0.00371,                0.41181,                0.84806,                0.00427,                0.39695,                0.87058,                0.92391,                0.95858,                0.98149,                0.87851,                0.00306,                0.47581,                0.81986,                 0.0035,                0.44443,                0.83753,                0.00307,                0.00307,                0.00307
                     38,                0.00357,                0.39546,                0.83504,                0.00411,                 0.3474,                0.84959,                0.92018,                0.96053,                0.98452,                0.89024,                0.00298,                0.48211,                0.81626,                0.00332,                 0.3996,                0.83123,               0.002872,               0.002872,               0.002872
                     39,                 0.0036,                0.40689,                0.86033,                0.00414,                0.37158,                0.88125,                0.99284,                0.92105,                0.98731,                0.89626,                0.00298,                0.44719,                0.81659,                0.00319,                0.39626,                0.83746,               0.002674,               0.002674,               0.002674
                     40,                0.00334,                0.38163,                0.83769,                0.00396,                0.34178,                0.85896,                0.93744,                0.96053,                0.98832,                0.90019,                 0.0028,                0.45476,                0.80764,                0.00304,                0.41027,                0.81929,               0.002476,               0.002476,               0.002476
                     41,                0.00345,                0.41373,                0.83734,                0.00388,                0.34649,                0.85509,                0.98611,                0.93406,                0.99016,                0.90941,                0.00266,                 0.4448,                0.80395,                0.00282,                0.38056,                0.81722,               0.002278,               0.002278,               0.002278
                     42,                0.00329,                0.39953,                0.83831,                0.00387,                0.34812,                0.85272,                0.94907,                0.98092,                0.99044,                0.90912,                0.00263,                0.43082,                0.80231,                0.00284,                0.35697,                0.81962,                0.00208,                0.00208,                0.00208
                     43,                0.00303,                0.38716,                0.80411,                0.00338,                0.30334,                0.81184,                0.92557,                      1,                 0.9861,                0.90588,                0.00253,                0.42886,                0.80126,                 0.0028,                0.38052,                0.81065,               0.001882,               0.001882,               0.001882
                     44,                0.00308,                0.38674,                0.81823,                 0.0034,                0.31572,                0.81819,                0.92329,                0.95024,                0.98451,                0.90044,                0.00252,                0.40538,                 0.8011,                0.00285,                0.36912,                0.80878,               0.001684,               0.001684,               0.001684
                     45,                0.00315,                0.39043,                0.82212,                0.00345,                0.34452,                0.83206,                0.97278,                0.94044,                0.98808,                0.91046,                0.00242,                0.39956,                0.79958,                0.00272,                 0.3548,                0.81052,               0.001486,               0.001486,               0.001486
                     46,                0.00299,                0.37689,                0.82735,                0.00331,                0.31897,                0.83802,                0.97319,                0.95536,                0.98961,                0.91353,                0.00241,                0.39989,                0.79912,                0.00271,                0.35036,                 0.8088,               0.001288,               0.001288,               0.001288
                     47,                0.00301,                0.37544,                0.81659,                0.00327,                0.29247,                0.81983,                0.94753,                 0.9505,                0.98891,                 0.9236,                0.00236,                0.40128,                0.79815,                0.00263,                0.32548,                0.80599,                0.00109,                0.00109,                0.00109
                     48,                0.00288,                0.36299,                0.80141,                 0.0033,                0.29665,                0.79946,                0.94596,                0.97368,                0.99038,                0.92897,                0.00231,                0.39804,                0.79729,                0.00255,                0.29973,                0.80598,               0.000892,               0.000892,               0.000892
                     49,                0.00294,                0.36946,                0.80901,                0.00327,                0.28542,                0.81523,                0.95493,                0.97368,                0.99138,                0.93219,                0.00238,                  0.398,                0.79891,                0.00254,                0.27692,                0.80642,               0.000694,               0.000694,               0.000694
                     50,                0.00285,                0.36312,                0.80721,                0.00317,                0.30487,                0.80874,                0.99291,                0.93421,                 0.9912,                0.94445,                0.00233,                0.39509,                0.79786,                0.00243,                0.28655,                 0.8007,               0.000496,               0.000496,               0.000496
