                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                0.00469,                0.76594,                0.87869,                0.00537,                 1.2176,                0.89887,                0.91312,                0.43798,                0.46422,                0.40293,                0.00606,                 1.3637,                 1.0954,                0.00622,                 1.8653,                 1.1318,                0.00802,                0.00802,                0.00802
                     13,                0.00503,                0.77902,                0.87993,                0.00595,                 1.1294,                0.90502,                0.94455,                0.42197,                 0.4742,                0.40313,                0.00618,                 1.2751,                 1.1201,                0.00658,                 2.0534,                 1.1929,               0.007822,               0.007822,               0.007822
                     14,                0.00477,                0.83388,                0.89098,                0.00546,                0.99484,                0.91074,                0.95765,                0.42655,                0.47819,                0.40092,                0.00684,                 1.4302,                 1.2185,                0.00649,                 1.8713,                 1.1992,               0.007624,               0.007624,               0.007624
                     15,                0.00434,                0.72908,                0.85576,                0.00497,                 1.0271,                0.87686,                0.90384,                0.44207,                0.46917,                 0.3984,                0.00593,                   1.33,                 1.1121,                0.00581,                  2.032,                 1.1142,               0.007426,               0.007426,               0.007426
                     16,                0.00454,                0.73882,                0.86301,                0.00521,                0.95535,                0.89553,                0.93915,                 0.4273,                0.47295,                  0.371,                0.00677,                 1.3126,                 1.1612,                0.00717,                 2.0229,                 1.2213,               0.007228,               0.007228,               0.007228
                     17,                0.00497,                0.76099,                0.88082,                0.00576,                0.86002,                0.91132,                0.94783,                0.46053,                0.48794,                0.42079,                0.00554,                 1.2144,                 1.0471,                 0.0057,                  1.895,                 1.1399,                0.00703,                0.00703,                0.00703
                     18,                0.00448,                0.65655,                0.85974,                0.00526,                0.81611,                0.88692,                0.90367,                0.48684,                0.48628,                0.42566,                0.00563,                 1.1917,                  1.081,                0.00586,                 1.7856,                 1.1681,               0.006832,               0.006832,               0.006832
                     19,                0.00476,                0.68682,                0.86937,                0.00545,                 0.8116,                0.90031,                0.94401,                0.41737,                0.47532,                0.37073,                0.00732,                 1.3139,                 1.1264,                0.00751,                 1.8781,                 1.2115,               0.006634,               0.006634,               0.006634
                     20,                0.00529,                0.68564,                0.88508,                0.00603,                0.79112,                0.91167,                0.95566,                0.40571,                0.47887,                0.38621,                0.00673,                 1.2772,                 1.1648,                0.00686,                 1.8273,                  1.234,               0.006436,               0.006436,               0.006436
                     21,                0.00517,                0.68608,                0.87672,                0.00556,                0.73441,                0.88856,                0.93222,                 0.4615,                0.48673,                0.43038,                0.00582,                 1.3114,                 1.1221,                0.00599,                 1.8025,                 1.1623,               0.006238,               0.006238,               0.006238
                     22,                  0.004,                0.65349,                0.85082,                0.00465,                0.74571,                0.88039,                 0.9744,                0.44737,                0.49617,                0.42602,                0.00574,                 1.1558,                 1.1079,                0.00606,                 1.8405,                 1.2253,                0.00604,                0.00604,                0.00604
                     23,                0.00409,                0.66074,                0.85214,                0.00486,                0.71563,                0.89213,                0.94518,                0.48081,                  0.507,                0.42885,                0.00551,                  1.065,                 1.0829,                0.00659,                 1.7407,                 1.2279,               0.005842,               0.005842,               0.005842
                     24,                0.00396,                0.59715,                0.85012,                0.00452,                0.68904,                 0.8778,                0.95379,                0.45225,                0.48999,                0.42645,                0.00562,                 1.0626,                 1.0985,                0.00654,                 1.8366,                 1.2449,               0.005644,               0.005644,               0.005644
                     25,                0.00429,                0.57755,                0.84792,                0.00478,                0.59715,                0.87372,                0.95655,                0.43421,                 0.4859,                0.42164,                0.00628,                 1.1551,                 1.1618,                0.00639,                 1.7822,                 1.2799,               0.005446,               0.005446,               0.005446
                     26,                0.00438,                0.64109,                 0.8577,                0.00499,                0.64232,                0.88993,                0.95211,                0.43479,                0.48477,                0.42637,                 0.0058,                  1.123,                  1.117,                0.00611,                  1.814,                  1.217,               0.005248,               0.005248,               0.005248
                     27,                0.00408,                0.57001,                   0.85,                0.00488,                0.61593,                0.88106,                0.96938,                0.46711,                0.49458,                0.44057,                0.00581,                  1.104,                 1.1478,                0.00646,                 1.6841,                 1.2413,                0.00505,                0.00505,                0.00505
                     28,                0.00412,                0.56958,                0.85231,                0.00458,                0.56839,                0.87618,                0.95541,                0.47035,                0.49101,                0.43371,                0.00569,                  1.181,                 1.1093,                0.00575,                 1.8046,                 1.1522,               0.004852,               0.004852,               0.004852
                     29,                0.00395,                0.55358,                0.84761,                0.00454,                0.57474,                0.87272,                0.98845,                0.44079,                 0.4906,                0.43547,                0.00604,                 1.1059,                 1.1526,                0.00647,                 1.6796,                 1.2656,               0.004654,               0.004654,               0.004654
                     30,                0.00373,                0.54252,                0.84793,                0.00436,                0.58642,                0.87388,                 0.9487,                0.46053,                0.48498,                0.42997,                0.00607,                 1.0909,                 1.1502,                0.00659,                 1.6581,                 1.2744,               0.004456,               0.004456,               0.004456
                     31,                0.00372,                0.51686,                0.84068,                0.00447,                0.55928,                0.86974,                0.94113,                0.42763,                0.47479,                0.41621,                0.00535,                 1.0489,                 1.1018,                0.00611,                 1.8057,                 1.2291,               0.004258,               0.004258,               0.004258
