                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    108,                0.00506,                0.63306,                0.95994,                0.00582,                0.61681,                 1.0015,                0.98639,                      1,                  0.995,                0.71492,                0.00769,                0.57791,                 1.2035,                 0.0092,                0.39193,                 1.5159,               0.004753,               0.004753,               0.004753
                    109,                0.00518,                0.57454,                0.93524,                0.00605,                0.57965,                 1.0285,                0.98639,                      1,                  0.995,                0.71492,                0.00769,                0.57791,                 1.2035,                 0.0092,                0.39193,                 1.5159,              0.0047035,              0.0047035,              0.0047035
                    110,                0.00492,                0.52673,                0.91935,                 0.0057,                0.59504,                0.97448,                0.98359,                      1,                  0.995,                0.74562,                0.00759,                0.53643,                 1.1812,                0.00862,                0.47183,                 1.4277,               0.004654,               0.004654,               0.004654
                    111,                0.00507,                0.54061,                 0.9737,                0.00604,                 0.5595,                 1.0443,                0.99742,                      1,                  0.995,                0.72909,                0.00758,                0.55195,                 1.1704,                0.00845,                0.46248,                 1.3679,              0.0046045,              0.0046045,              0.0046045
                    112,                0.00504,                 0.5647,                0.95024,                0.00533,                 0.4845,                0.95622,                0.99742,                      1,                  0.995,                0.72909,                0.00758,                0.55195,                 1.1704,                0.00845,                0.46248,                 1.3679,               0.004555,               0.004555,               0.004555
                    113,                0.00489,                0.52723,                0.92454,                0.00515,                0.63332,                 0.9659,                      1,                0.94777,                  0.995,                0.71708,                  0.008,                0.55228,                 1.1918,                0.00876,                0.60151,                 1.2944,              0.0045055,              0.0045055,              0.0045055
                    114,                0.00467,                 0.5173,                0.91668,                0.00593,                0.48084,                0.96255,                      1,                0.94777,                  0.995,                0.71708,                  0.008,                0.55228,                 1.1918,                0.00876,                0.60151,                 1.2944,               0.004456,               0.004456,               0.004456
                    115,                0.00477,                0.52532,                 0.9171,                0.00555,                0.55837,                0.95939,                0.99492,                    0.8,                0.96167,                 0.6995,                0.00784,                0.59072,                 1.1985,                 0.0086,                0.63019,                 1.2888,              0.0044065,              0.0044065,              0.0044065
                    116,                0.00478,                0.52127,                0.93136,                0.00575,                0.49589,                0.99288,                0.96208,                      1,                  0.995,                0.77772,                0.00717,                0.56735,                 1.1564,                0.00725,                0.52135,                 1.1423,               0.004357,               0.004357,               0.004357
                    117,                0.00472,                0.50082,                0.91046,                0.00554,                0.48537,                0.96924,                0.96208,                      1,                  0.995,                0.77772,                0.00717,                0.56735,                 1.1564,                0.00725,                0.52135,                 1.1423,              0.0043075,              0.0043075,              0.0043075
                    118,                0.00505,                0.54487,                 0.9908,                0.00554,                 0.5354,                 1.0658,                0.97842,                      1,                  0.995,                0.77254,                0.00692,                0.55677,                 1.1942,                0.00812,                0.59122,                 1.1968,               0.004258,               0.004258,               0.004258
                    119,                0.00492,                 0.5167,                0.93526,                0.00579,                0.55652,                0.99673,                0.81744,                      1,                0.96167,                0.72811,                0.00746,                0.55459,                 1.1982,                0.00894,                0.58474,                 1.2467,              0.0042085,              0.0042085,              0.0042085
                    120,                0.00475,                 0.5148,                0.92711,                0.00559,                0.51468,                0.98897,                0.81744,                      1,                0.96167,                0.72811,                0.00746,                0.55459,                 1.1982,                0.00894,                0.58474,                 1.2467,               0.004159,               0.004159,               0.004159
                    121,                0.00549,                0.55304,                0.96985,                0.00651,                0.56123,                 1.0373,                0.82398,                      1,                0.96167,                0.68075,                0.00755,                 0.5369,                  1.189,                0.00879,                0.64837,                 1.2042,              0.0041095,              0.0041095,              0.0041095
                    122,                0.00517,                0.52754,                0.94185,                0.00642,                0.53201,                 1.0214,                0.82398,                      1,                0.96167,                0.68075,                0.00755,                 0.5369,                  1.189,                0.00879,                0.64837,                 1.2042,                0.00406,                0.00406,                0.00406
                    123,                0.00456,                0.47572,                0.90613,                0.00551,                0.46146,                0.93172,                0.90217,                      1,                  0.995,                0.73151,                0.00768,                 0.6255,                 1.2328,                0.00885,                0.74182,                 1.2242,              0.0040105,              0.0040105,              0.0040105
                    124,                0.00482,                0.51407,                0.97243,                0.00541,                0.56401,                 1.0293,                      1,                0.96004,                  0.995,                 0.7332,                0.00745,                0.61464,                 1.2141,                0.00889,                0.50567,                 1.2917,               0.003961,               0.003961,               0.003961
                    125,                0.00453,                0.50839,                0.94331,                0.00548,                0.52068,                 1.0589,                      1,                0.96004,                  0.995,                 0.7332,                0.00745,                0.61464,                 1.2141,                0.00889,                0.50567,                 1.2917,              0.0039115,              0.0039115,              0.0039115
                    126,                0.00494,                0.56288,                0.97824,                0.00596,                 0.5774,                 1.0393,                 0.9779,                      1,                  0.995,                0.75105,                 0.0074,                0.59706,                 1.2247,                 0.0086,                0.45671,                 1.3294,               0.003862,               0.003862,               0.003862
                    127,                0.00506,                0.54111,                0.96042,                0.00671,                0.59601,                 1.0943,                 0.9966,                    0.8,                0.93786,                0.70522,                0.00722,                0.61017,                 1.2265,                0.00826,                0.61939,                 1.3041,              0.0038125,              0.0038125,              0.0038125
                    128,                0.00491,                0.48551,                 0.9276,                0.00594,                0.45726,                 0.9742,                 0.9966,                    0.8,                0.93786,                0.70522,                0.00722,                0.61017,                 1.2265,                0.00826,                0.61939,                 1.3041,               0.003763,               0.003763,               0.003763
                    129,                0.00517,                0.51499,                0.93878,                  0.006,                0.51429,                 1.0146,                0.81154,                0.86923,                0.96167,                0.68531,                0.00692,                 0.6072,                  1.224,                0.00783,                0.55194,                 1.2859,              0.0037135,              0.0037135,              0.0037135
                    130,                0.00535,                0.59131,                0.97327,                 0.0071,                0.53339,                 1.1104,                0.81154,                0.86923,                0.96167,                0.68531,                0.00692,                 0.6072,                  1.224,                0.00783,                0.55194,                 1.2859,               0.003664,               0.003664,               0.003664
                    131,                0.00547,                0.55069,                0.97317,                0.00656,                 0.6022,                 1.0294,                0.82229,                      1,                0.92833,                0.67685,                0.00687,                0.61635,                  1.271,                0.00806,                0.54481,                 1.3517,              0.0036145,              0.0036145,              0.0036145
                    132,                0.00489,                0.55503,                0.93492,                0.00542,                0.59211,                 1.0013,                      1,                0.97376,                  0.995,                0.72235,                0.00686,                 0.6012,                 1.2717,                0.00775,                0.54545,                 1.3082,               0.003565,               0.003565,               0.003565
                    133,                0.00445,                0.52167,                 0.9277,                0.00538,                0.57105,                0.97298,                      1,                0.97376,                  0.995,                0.72235,                0.00686,                 0.6012,                 1.2717,                0.00775,                0.54545,                 1.3082,              0.0035155,              0.0035155,              0.0035155
                    134,                0.00488,                0.51231,                0.93666,                0.00586,                0.57359,                0.98203,                0.99689,                      1,                  0.995,                0.70404,                0.00718,                0.59787,                 1.2794,                0.00829,                0.41892,                 1.3394,               0.003466,               0.003466,               0.003466
                    135,                0.00509,                0.54342,                0.95044,                 0.0055,                0.57861,                0.95878,                      1,                0.99596,                  0.995,                 0.6818,                0.00701,                 0.5692,                 1.3203,                0.00842,                0.43702,                 1.4307,              0.0034165,              0.0034165,              0.0034165
                    136,                0.00428,                0.52664,                 0.8968,                0.00545,                0.51699,                0.96497,                      1,                0.99596,                  0.995,                 0.6818,                0.00701,                 0.5692,                 1.3203,                0.00842,                0.43702,                 1.4307,               0.003367,               0.003367,               0.003367
                    137,                0.00427,                 0.5194,                0.95042,                0.00553,                0.52946,                 1.0329,                      1,                0.99668,                  0.995,                0.67814,                0.00706,                0.58378,                 1.3093,                0.00854,                0.43902,                 1.4228,              0.0033175,              0.0033175,              0.0033175
                    138,                0.00405,                0.48562,                 0.9405,                0.00507,                0.42088,                0.99613,                      1,                0.99668,                  0.995,                0.67814,                0.00706,                0.58378,                 1.3093,                0.00854,                0.43902,                 1.4228,               0.003268,               0.003268,               0.003268
                    139,                0.00467,                0.51153,                 0.9388,                0.00557,                0.49974,                 1.0034,                0.96602,                      1,                  0.995,                0.68184,                0.00704,                0.56689,                 1.3052,                0.00822,                0.51611,                  1.411,              0.0032185,              0.0032185,              0.0032185
                    140,                0.00438,                0.51232,                0.91332,                0.00534,                0.46763,                0.98287,                      1,                0.78215,                0.96167,                0.68931,                0.00734,                0.52813,                 1.3191,                0.00659,                0.75919,                 1.3698,               0.003169,               0.003169,               0.003169
                    141,                0.00438,                0.48658,                0.88063,                0.00509,                 0.4629,                0.94361,                      1,                0.78215,                0.96167,                0.68931,                0.00734,                0.52813,                 1.3191,                0.00659,                0.75919,                 1.3698,              0.0031195,              0.0031195,              0.0031195
                    142,                0.00407,                0.47137,                0.92211,                0.00471,                 0.4374,                 0.9511,                      1,                0.99191,                  0.995,                0.72128,                0.00778,                0.53804,                 1.3522,                 0.0076,                0.55287,                 1.4126,                0.00307,                0.00307,                0.00307
                    143,                0.00467,                0.57652,                0.97576,                0.00589,                0.71323,                 1.0816,                      1,                0.96904,                  0.995,                0.72358,                0.00786,                0.58824,                 1.3186,                0.00773,                0.49493,                 1.3404,              0.0030205,              0.0030205,              0.0030205
                    144,                0.00436,                0.46634,                0.90269,                0.00473,                0.45708,                0.95187,                      1,                0.96904,                  0.995,                0.72358,                0.00786,                0.58824,                 1.3186,                0.00773,                0.49493,                 1.3404,               0.002971,               0.002971,               0.002971
                    145,                0.00454,                 0.4797,                0.92544,                0.00526,                0.44717,                 1.0062,                0.80845,                      1,                0.96167,                0.69552,                0.00758,                 0.5966,                  1.296,                 0.0071,                0.53155,                 1.2982,              0.0029215,              0.0029215,              0.0029215
                    146,                0.00491,                0.50197,                0.96332,                0.00562,                0.59309,                 1.0325,                0.80845,                      1,                0.96167,                0.69552,                0.00758,                 0.5966,                  1.296,                 0.0071,                0.53155,                 1.2982,               0.002872,               0.002872,               0.002872
                    147,                0.00442,                0.48116,                0.90023,                0.00556,                0.52918,                0.96854,                      1,                0.98081,                  0.995,                0.73965,                0.00756,                0.56892,                 1.3001,                0.00709,                0.50584,                  1.287,              0.0028225,              0.0028225,              0.0028225
                    148,                0.00455,                 0.5332,                0.93583,                0.00564,                0.48662,                0.99088,                0.98255,                      1,                  0.995,                0.76144,                 0.0073,                0.51844,                  1.295,                0.00703,                0.37671,                 1.2729,               0.002773,               0.002773,               0.002773
                    149,                0.00484,                0.53473,                0.97142,                0.00548,                0.58434,                 1.0299,                0.98255,                      1,                  0.995,                0.76144,                 0.0073,                0.51844,                  1.295,                0.00703,                0.37671,                 1.2729,              0.0027235,              0.0027235,              0.0027235
                    150,                 0.0044,                0.52119,                0.93812,                0.00537,                0.45376,                 1.0012,                0.98445,                      1,                  0.995,                0.73958,                0.00754,                0.56301,                 1.3094,                0.00667,                0.45175,                 1.2514,               0.002674,               0.002674,               0.002674
                    151,                0.00483,                0.52841,                0.97913,                0.00606,                 0.5127,                 1.0789,                0.94835,                      1,                  0.995,                0.73452,                 0.0078,                0.52496,                 1.3373,                0.00661,                0.51463,                 1.2522,              0.0026245,              0.0026245,              0.0026245
                    152,                0.00424,                0.45014,                0.92115,                0.00478,                0.46518,                0.94015,                0.94835,                      1,                  0.995,                0.73452,                 0.0078,                0.52496,                 1.3373,                0.00661,                0.51463,                 1.2522,               0.002575,               0.002575,               0.002575
                    153,                0.00439,                0.45794,                0.90413,                0.00514,                0.42249,                0.94812,                      1,                0.96182,                  0.995,                0.73075,                0.00754,                0.53339,                 1.2622,                0.00648,                0.64454,                 1.2172,              0.0025255,              0.0025255,              0.0025255
                    154,                0.00442,                0.46135,                0.92009,                0.00493,                0.44299,                 0.9664,                      1,                0.96182,                  0.995,                0.73075,                0.00754,                0.53339,                 1.2622,                0.00648,                0.64454,                 1.2172,               0.002476,               0.002476,               0.002476
