                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                0.00453,                0.46797,                 0.9085,                0.00512,                0.43779,                0.93611,                0.92507,                0.93732,                0.97977,                0.83948,                0.00408,                0.41327,                0.88842,                 0.0041,                0.38743,                0.88189,               0.009406,               0.009406,               0.009406
                     15,                0.00473,                0.47113,                0.91403,                0.00486,                0.35997,                 0.9178,                0.92021,                0.98839,                0.98811,                0.84997,                0.00457,                0.46687,                0.90726,                0.00403,                0.28836,                0.86914,              0.0093565,              0.0093565,              0.0093565
                     16,                0.00447,                0.47464,                0.90724,                0.00523,                0.41746,                0.94258,                0.93072,                0.97513,                0.98403,                0.82799,                0.00413,                 0.4299,                0.89625,                0.00432,                0.34476,                0.89335,               0.009307,               0.009307,               0.009307
                     17,                0.00466,                0.45869,                0.92044,                0.00539,                0.40546,                 0.9448,                0.90229,                0.93073,                0.97828,                0.83135,                0.00402,                0.41121,                0.90474,                0.00431,                0.36316,                0.90567,              0.0092575,              0.0092575,              0.0092575
                     18,                0.00507,                0.45596,                 0.9363,                0.00565,                0.41443,                0.96321,                0.89381,                 0.9307,                0.97606,                0.76312,                0.00518,                0.42054,                0.94985,                0.00551,                0.39533,                0.95548,               0.009208,               0.009208,               0.009208
                     19,                0.00478,                0.43975,                0.93503,                0.00537,                 0.4065,                0.96947,                 0.9405,                0.91118,                0.97963,                0.81986,                0.00413,                0.40551,                0.90683,                0.00453,                0.32172,                0.91004,              0.0091585,              0.0091585,              0.0091585
                     20,                0.00486,                0.44585,                0.91993,                0.00543,                 0.3738,                0.94509,                0.92616,                0.97067,                0.98221,                0.81042,                0.00438,                0.40825,                0.91091,                0.00459,                0.34466,                0.92423,               0.009109,               0.009109,               0.009109
                     21,                0.00498,                0.46301,                0.93027,                0.00561,                0.40277,                 0.9638,                 0.9499,                0.96121,                0.97881,                0.80967,                0.00441,                0.40591,                0.93859,                0.00461,                0.37511,                0.95045,              0.0090595,              0.0090595,              0.0090595
                     22,                0.00465,                0.44511,                 0.9129,                0.00537,                0.41411,                0.95139,                0.92967,                0.95133,                0.98414,                0.82449,                0.00436,                 0.4161,                0.93761,                0.00442,                0.34992,                0.94128,                0.00901,                0.00901,                0.00901
                     23,                0.00469,                0.45191,                0.91887,                0.00525,                0.37232,                0.95447,                0.98253,                0.95917,                0.98886,                0.83493,                0.00423,                0.41001,                0.90755,                0.00446,                0.28384,                0.92714,              0.0089605,              0.0089605,              0.0089605
                     24,                0.00437,                0.43298,                0.90994,                0.00492,                0.38011,                0.94393,                0.95477,                0.97735,                0.98284,                0.84249,                0.00403,                 0.3941,                 0.8847,                0.00406,                 0.3608,                0.88917,               0.008911,               0.008911,               0.008911
                     25,                0.00476,                0.45572,                0.90966,                0.00485,                0.35225,                   0.92,                0.97137,                0.96303,                0.98818,                 0.8505,                 0.0041,                0.41842,                0.89446,                0.00387,                0.29635,                0.87502,              0.0088615,              0.0088615,              0.0088615
                     26,                0.00468,                0.46023,                0.90362,                0.00473,                0.34298,                0.91668,                0.96922,                0.95283,                0.98567,                0.86286,                0.00402,                0.42389,                0.89867,                0.00382,                0.29633,                0.88426,               0.008812,               0.008812,               0.008812
                     27,                 0.0044,                0.43411,                0.92992,                0.00499,                0.37798,                 0.9667,                0.92313,                0.98722,                0.98346,                0.82676,                0.00405,                0.38027,                0.90762,                 0.0043,                0.35072,                0.91214,              0.0087625,              0.0087625,              0.0087625
                     28,                0.00453,                0.42025,                0.91192,                0.00501,                0.35612,                0.94855,                0.94695,                0.99216,                0.98344,                0.83014,                0.00448,                0.39514,                  0.914,                0.00436,                0.34441,                 0.9158,               0.008713,               0.008713,               0.008713
                     29,                0.00465,                0.41877,                0.91404,                0.00532,                0.35921,                0.94831,                0.96742,                0.98016,                0.98601,                 0.8635,                 0.0036,                0.35626,                0.86572,                0.00386,                 0.2782,                0.87851,              0.0086635,              0.0086635,              0.0086635
                     30,                0.00437,                0.41717,                0.89925,                0.00485,                0.38605,                  0.922,                0.95188,                0.97396,                0.98369,                0.84606,                 0.0039,                 0.3891,                0.89189,                0.00405,                0.31329,                0.89151,               0.008614,               0.008614,               0.008614
                     31,                0.00422,                0.40526,                0.90919,                0.00479,                0.38013,                0.93294,                0.94869,                0.96431,                0.98225,                0.84301,                0.00362,                0.37565,                0.87976,                0.00398,                0.30528,                0.88639,              0.0085645,              0.0085645,              0.0085645
                     32,                0.00435,                0.41835,                0.90335,                0.00501,                0.37286,                0.93596,                0.94977,                0.97044,                0.98477,                0.85107,                0.00372,                0.42272,                0.88148,                0.00409,                0.37672,                0.89059,               0.008515,               0.008515,               0.008515
                     33,                0.00429,                0.40704,                0.91331,                0.00488,                0.35149,                0.93973,                0.96746,                0.95395,                0.98196,                0.83517,                 0.0038,                0.36137,                 0.8734,                0.00404,                 0.2979,                0.88126,              0.0084655,              0.0084655,              0.0084655
                     34,                0.00416,                0.39784,                0.89222,                0.00474,                0.33228,                0.92528,                0.95245,                0.97625,                0.98879,                0.84088,                 0.0036,                0.36709,                0.87212,                0.00385,                0.25241,                0.88847,               0.008416,               0.008416,               0.008416
                     35,                0.00435,                 0.4289,                0.90769,                0.00495,                0.34508,                0.93785,                0.94836,                0.97387,                 0.9917,                0.86361,                0.00363,                0.36049,                0.86443,                0.00371,                0.24423,                0.87242,              0.0083665,              0.0083665,              0.0083665
                     36,                 0.0045,                0.43485,                0.91097,                0.00498,                0.34618,                 0.9449,                0.96261,                0.97478,                0.98621,                 0.8615,                0.00361,                0.34477,                0.86627,                 0.0037,                0.25364,                0.87008,               0.008317,               0.008317,               0.008317
                     37,                0.00457,                0.41896,                0.90519,                0.00524,                0.36457,                0.94864,                 0.9438,                0.96967,                0.98242,                0.84109,                0.00368,                 0.3677,                0.87017,                0.00415,                0.29922,                0.89423,              0.0082675,              0.0082675,              0.0082675
                     38,                0.00439,                0.41419,                0.90643,                 0.0051,                0.35328,                0.94469,                0.96835,                0.97814,                0.98389,                0.82716,                 0.0042,                0.38485,                0.90957,                0.00429,                0.27328,                0.90346,               0.008218,               0.008218,               0.008218
                     39,                0.00436,                0.42502,                0.90527,                0.00488,                0.31768,                0.92885,                0.92224,                0.96795,                0.98042,                0.83115,                0.00377,                0.37265,                 0.8861,                  0.004,                 0.2931,                0.90284,              0.0081685,              0.0081685,              0.0081685
                     40,                 0.0046,                0.42936,                0.90869,                0.00506,                0.32186,                0.93945,                 0.9624,                0.93966,                0.98448,                0.82343,                 0.0041,                0.37424,                0.88278,                0.00448,                0.28976,                0.91552,               0.008119,               0.008119,               0.008119
                     41,                0.00442,                0.42217,                0.90953,                0.00495,                0.32392,                0.94105,                0.94984,                0.97391,                0.98658,                0.83704,                0.00398,                 0.3533,                0.89234,                 0.0042,                0.28241,                0.89929,              0.0080695,              0.0080695,              0.0080695
                     42,                0.00459,                0.41064,                  0.892,                0.00528,                0.33284,                0.92761,                0.98089,                0.96161,                0.98895,                0.83914,                0.00423,                0.37052,                0.89014,                0.00444,                 0.2613,                0.90538,                0.00802,                0.00802,                0.00802
                     43,                0.00408,                0.39672,                0.88983,                0.00484,                0.32417,                0.92301,                0.96204,                0.97754,                0.98572,                0.83762,                0.00401,                 0.3599,                0.88743,                0.00402,                 0.2571,                0.88423,              0.0079705,              0.0079705,              0.0079705
                     44,                0.00418,                0.40566,                 0.9051,                0.00489,                 0.3397,                0.94044,                0.97728,                 0.9651,                0.98717,                0.85522,                0.00379,                0.36182,                0.86841,                  0.004,                 0.2421,                0.86917,               0.007921,               0.007921,               0.007921
                     45,                0.00429,                 0.4082,                0.88852,                0.00465,                0.30453,                0.91332,                0.98677,                0.98362,                0.98781,                0.82286,                 0.0048,                0.42466,                 0.9368,                0.00486,                0.26806,                0.92535,              0.0078715,              0.0078715,              0.0078715
                     46,                0.00455,                0.41014,                0.92493,                 0.0051,                0.33071,                0.95607,                0.96512,                0.98275,                0.98619,                0.82621,                0.00391,                 0.3425,                0.88218,                0.00425,                0.25646,                0.89385,               0.007822,               0.007822,               0.007822
                     47,                0.00441,                0.39237,                 0.9066,                0.00502,                 0.3258,                 0.9388,                0.97507,                0.97215,                0.98428,                0.82866,                0.00376,                0.35003,                0.87206,                0.00411,                 0.2673,                0.87595,              0.0077725,              0.0077725,              0.0077725
                     48,                0.00416,                0.38917,                0.89476,                0.00486,                0.28108,                0.92699,                0.98604,                0.95773,                0.98593,                0.82574,                0.00397,                0.36932,                0.88082,                 0.0043,                0.27296,                0.87797,               0.007723,               0.007723,               0.007723
                     49,                0.00411,                0.39003,                0.90147,                 0.0048,                0.31179,                0.93337,                0.97786,                0.96494,                0.98697,                0.83558,                0.00387,                0.35283,                0.87516,                0.00412,                 0.2678,                 0.8829,              0.0076735,              0.0076735,              0.0076735
                     50,                0.00452,                 0.3979,                0.89682,                 0.0051,                0.30801,                0.91604,                  0.965,                0.93588,                0.98499,                0.83894,                0.00384,                0.36108,                0.88729,                0.00418,                0.32266,                0.88844,               0.007624,               0.007624,               0.007624
                     51,                0.00419,                0.39408,                0.89839,                0.00487,                0.32604,                 0.9289,                0.97393,                0.95289,                0.98448,                0.85675,                 0.0037,                0.35036,                0.88075,                0.00402,                0.32962,                0.88104,              0.0075745,              0.0075745,              0.0075745
                     52,                0.00423,                0.39291,                0.91036,                0.00471,                0.29478,                0.93421,                 0.9515,                0.97382,                0.98643,                0.84377,                0.00389,                0.36598,                0.87897,                0.00411,                  0.271,                0.88016,               0.007525,               0.007525,               0.007525
                     53,                0.00418,                0.39166,                0.90021,                0.00463,                0.31587,                0.92391,                 0.9812,                0.96776,                0.98616,                0.85873,                0.00372,                 0.3534,                0.87583,                0.00401,                0.27718,                0.87765,              0.0074755,              0.0074755,              0.0074755
                     54,                0.00419,                0.39527,                0.89122,                0.00484,                0.32857,                0.92301,                0.96708,                0.98276,                0.98908,                 0.8562,                0.00357,                0.35978,                  0.869,                0.00388,                0.25951,                0.87503,               0.007426,               0.007426,               0.007426
                     55,                0.00431,                0.40276,                0.90133,                0.00477,                0.33468,                0.92193,                 0.9474,                0.96436,                0.98573,                0.84592,                0.00385,                0.37968,                0.88171,                0.00408,                0.28074,                  0.889,              0.0073765,              0.0073765,              0.0073765
                     56,                0.00415,                0.40499,                0.90252,                0.00459,                0.29172,                0.92883,                0.96705,                0.97251,                0.98487,                0.85079,                0.00371,                0.36134,                0.86733,                0.00396,                0.26587,                0.87723,               0.007327,               0.007327,               0.007327
                     57,                0.00402,                0.39745,                0.89778,                0.00429,                 0.2762,                0.91205,                0.96995,                0.97351,                0.98442,                0.87207,                0.00344,                0.33615,                0.85372,                0.00361,                0.25031,                0.85415,              0.0072775,              0.0072775,              0.0072775
                     58,                0.00386,                0.37226,                0.87388,                0.00434,                0.28465,                0.89581,                0.98145,                0.97759,                0.98311,                0.87246,                0.00343,                0.33283,                0.85145,                0.00374,                0.24847,                0.85667,               0.007228,               0.007228,               0.007228
                     59,                0.00407,                 0.3914,                0.90263,                0.00465,                 0.3511,                 0.9266,                0.94931,                0.99039,                0.98527,                0.86569,                0.00352,                0.33756,                0.87038,                0.00371,                0.26678,                0.87133,              0.0071785,              0.0071785,              0.0071785
                     60,                0.00409,                0.38323,                0.89394,                0.00469,                0.32946,                0.92585,                 0.9517,                0.98564,                0.98444,                0.85601,                0.00383,                0.35014,                0.87974,                  0.004,                0.29305,                 0.8812,               0.007129,               0.007129,               0.007129
                     61,                0.00405,                0.38977,                0.88934,                0.00458,                0.32117,                0.91452,                0.95162,                 0.9288,                0.97603,                0.86245,                0.00341,                0.33658,                 0.8706,                0.00351,                0.29593,                0.87401,              0.0070795,              0.0070795,              0.0070795
                     62,                0.00395,                0.36699,                0.88959,                0.00457,                0.36224,                0.92032,                 0.8813,                0.97423,                0.97745,                0.85158,                0.00338,                0.32208,                0.86223,                0.00368,                0.31947,                0.88096,                0.00703,                0.00703,                0.00703
                     63,                0.00383,                0.35897,                0.88314,                 0.0044,                0.31625,                0.91676,                0.95103,                0.91568,                0.97622,                 0.8375,                0.00359,                0.32861,                0.87467,                0.00377,                0.36862,                0.88899,              0.0069805,              0.0069805,              0.0069805
                     64,                0.00387,                0.37083,                0.89259,                 0.0045,                0.30798,                0.92756,                0.95677,                 0.9142,                0.97226,                0.82631,                0.00367,                0.34095,                0.88597,                0.00395,                0.31215,                0.88427,               0.006931,               0.006931,               0.006931
                     65,                  0.004,                 0.3724,                0.88235,                0.00463,                0.33349,                0.91957,                 0.9181,                0.96842,                0.97692,                0.84551,                0.00344,                0.32684,                0.85736,                0.00382,                0.31109,                0.86893,              0.0068815,              0.0068815,              0.0068815
                     66,                0.00387,                0.35942,                0.88167,                0.00442,                0.34142,                0.91515,                0.87965,                0.97434,                0.96829,                0.85892,                0.00329,                0.31775,                 0.8497,                0.00348,                0.31362,                0.85604,               0.006832,               0.006832,               0.006832
                     67,                0.00373,                0.34761,                 0.8677,                 0.0042,                 0.2991,                0.89384,                0.94474,                0.92758,                0.97954,                0.84863,                 0.0035,                0.32955,                0.85538,                0.00375,                0.30373,                0.87303,              0.0067825,              0.0067825,              0.0067825
                     68,                0.00401,                0.38052,                0.87834,                0.00466,                0.31682,                0.91723,                0.97586,                0.89608,                0.97799,                0.84095,                0.00342,                0.33519,                0.86114,                0.00383,                0.29104,                0.89124,               0.006733,               0.006733,               0.006733
                     69,                0.00407,                0.36986,                0.89767,                 0.0048,                 0.3234,                0.93823,                0.97167,                0.89876,                0.97971,                0.85443,                0.00339,                0.31819,                0.85371,                0.00363,                0.31118,                0.86699,              0.0066835,              0.0066835,              0.0066835
                     70,                0.00391,                0.36645,                0.88272,                0.00452,                0.30865,                0.91854,                0.97503,                0.88953,                0.98095,                0.85453,                0.00347,                0.33647,                0.85583,                0.00366,                0.28895,                0.87142,               0.006634,               0.006634,               0.006634
                     71,                0.00376,                0.35603,                0.88443,                0.00437,                0.30201,                0.91769,                0.96425,                0.98092,                0.98669,                0.86201,                0.00352,                0.32577,                0.86235,                0.00378,                0.25919,                0.87196,              0.0065845,              0.0065845,              0.0065845
                     72,                0.00392,                 0.3661,                 0.8888,                0.00456,                0.30566,                0.92462,                0.90992,                 0.9727,                0.98377,                  0.846,                0.00379,                0.32686,                0.87172,                0.00389,                0.27686,                0.86877,               0.006535,               0.006535,               0.006535
                     73,                0.00392,                0.37347,                0.87539,                0.00422,                0.29026,                0.89837,                0.99317,                0.85281,                0.97495,                0.84609,                0.00376,                0.33189,                0.87496,                0.00388,                0.30195,                 0.8858,              0.0064855,              0.0064855,              0.0064855
                     74,                0.00397,                0.36713,                0.88415,                0.00438,                0.30389,                0.90823,                0.90073,                0.90665,                0.95965,                0.82664,                0.00372,                0.32705,                0.87658,                0.00384,                 0.3472,                0.90131,               0.006436,               0.006436,               0.006436
                     75,                0.00378,                0.34499,                0.88521,                0.00426,                0.31296,                0.91348,                0.97765,                0.86925,                0.96878,                0.83715,                0.00369,                0.33132,                0.87337,                0.00384,                0.33885,                0.89648,              0.0063865,              0.0063865,              0.0063865
                     76,                0.00373,                0.34238,                0.88619,                0.00421,                0.28757,                0.91254,                0.96851,                0.89142,                0.97596,                0.84463,                0.00367,                0.33071,                0.87196,                0.00388,                0.29869,                0.89461,               0.006337,               0.006337,               0.006337
                     77,                 0.0038,                0.34871,                0.88462,                0.00423,                0.29641,                0.91351,                 0.9833,                0.97811,                 0.9834,                0.85037,                0.00372,                0.32765,                  0.876,                0.00396,                0.25458,                0.88157,              0.0062875,              0.0062875,              0.0062875
                     78,                0.00377,                0.35251,                0.87988,                0.00418,                0.27415,                0.90358,                0.95315,                0.96393,                0.98095,                 0.8388,                0.00357,                0.33424,                0.86679,                0.00389,                0.28754,                 0.8785,               0.006238,               0.006238,               0.006238
                     79,                0.00393,                0.37218,                0.88544,                 0.0044,                0.31255,                0.91368,                0.97139,                 0.9894,                0.98808,                0.85137,                0.00367,                0.34974,                0.86569,                0.00393,                0.23941,                0.87608,              0.0061885,              0.0061885,              0.0061885
                     80,                0.00394,                0.37162,                0.88188,                0.00432,                0.28287,                0.90719,                0.97798,                0.97608,                 0.9848,                0.83278,                0.00382,                0.35956,                0.87638,                0.00412,                0.25691,                0.88353,               0.006139,               0.006139,               0.006139
                     81,                0.00393,                0.37373,                0.88164,                0.00432,                0.28494,                0.91029,                0.97871,                0.99139,                0.98428,                0.83843,                 0.0037,                0.36495,                 0.8739,                0.00404,                0.25053,                0.87887,              0.0060895,              0.0060895,              0.0060895
                     82,                0.00374,                0.36518,                0.88519,                0.00423,                0.28713,                0.91708,                0.97349,                0.99132,                0.98435,                0.84622,                0.00368,                0.32196,                0.86439,                0.00397,                0.26341,                0.88288,                0.00604,                0.00604,                0.00604
                     83,                0.00369,                0.33646,                0.87015,                0.00407,                0.27768,                0.89388,                0.97282,                0.98684,                0.98398,                0.86896,                0.00325,                0.30722,                 0.8555,                0.00343,                0.24216,                0.87507,              0.0059905,              0.0059905,              0.0059905
                     84,                0.00367,                0.33777,                0.87231,                0.00422,                0.28597,                0.90498,                0.97878,                0.98023,                0.98169,                0.86543,                0.00339,                0.31855,                 0.8547,                0.00356,                0.26259,                0.87329,               0.005941,               0.005941,               0.005941
                     85,                0.00393,                0.35998,                 0.8818,                0.00456,                0.30143,                0.91156,                0.98493,                0.97721,                0.98514,                0.86427,                0.00339,                0.32211,                0.85923,                0.00365,                0.25313,                0.87426,              0.0058915,              0.0058915,              0.0058915
                     86,                0.00381,                0.35419,                0.89641,                0.00426,                0.27838,                0.92617,                0.96744,                 0.9669,                0.98364,                0.84634,                0.00367,                0.33034,                 0.8668,                0.00389,                0.27019,                0.88001,               0.005842,               0.005842,               0.005842
                     87,                0.00379,                0.34383,                0.87134,                 0.0044,                0.27724,                0.89576,                0.98603,                0.99295,                0.98588,                0.86217,                0.00346,                0.33337,                0.85909,                0.00358,                0.22028,                 0.8657,              0.0057925,              0.0057925,              0.0057925
                     88,                0.00378,                 0.3526,                0.87711,                 0.0042,                0.27386,                0.90009,                0.97581,                0.98516,                 0.9859,                0.85247,                0.00355,                0.33929,                0.86453,                 0.0038,                0.24835,                0.87467,               0.005743,               0.005743,               0.005743
                     89,                0.00382,                0.35964,                0.87337,                0.00423,                0.24651,                0.89405,                0.97069,                0.99083,                0.98599,                0.86073,                0.00348,                0.33442,                 0.8614,                 0.0036,                0.23151,                0.86384,              0.0056935,              0.0056935,              0.0056935
                     90,                0.00377,                0.36219,                0.87896,                0.00414,                 0.2535,                0.90178,                 0.9653,                0.98488,                0.98515,                0.85076,                0.00352,                0.32203,                0.86831,                0.00363,                0.23886,                 0.8665,               0.005644,               0.005644,               0.005644
                     91,                0.00366,                0.33787,                0.86509,                0.00414,                0.25507,                0.88209,                0.99197,                0.98853,                0.98809,                0.84399,                0.00363,                0.32136,                0.86562,                0.00396,                0.21768,                0.87539,              0.0055945,              0.0055945,              0.0055945
                     92,                 0.0036,                0.33458,                0.88409,                0.00405,                 0.2452,                0.91328,                0.99658,                0.95319,                0.98972,                0.84532,                0.00358,                0.32739,                0.86202,                0.00388,                0.25027,                0.88156,               0.005545,               0.005545,               0.005545
                     93,                0.00369,                0.34109,                0.86194,                0.00422,                0.25691,                0.88394,                0.99073,                0.96775,                0.98577,                 0.8453,                0.00344,                0.31886,                0.86493,                0.00354,                0.27678,                 0.8788,              0.0054955,              0.0054955,              0.0054955
                     94,                0.00358,                 0.3344,                0.86843,                0.00401,                0.25436,                0.89072,                0.98868,                0.96776,                0.98662,                0.84898,                 0.0036,                0.32685,                 0.8654,                 0.0038,                0.23435,                 0.8735,               0.005446,               0.005446,               0.005446
                     95,                 0.0039,                 0.3527,                0.89979,                0.00438,                0.25985,                0.92189,                0.97316,                0.98026,                0.98576,                0.85341,                0.00339,                0.30993,                0.85449,                0.00362,                 0.2403,                0.86529,              0.0053965,              0.0053965,              0.0053965
                     96,                0.00374,                0.34651,                0.87975,                0.00429,                 0.2781,                0.90841,                0.97401,                0.97957,                0.98393,                0.86901,                0.00337,                0.29635,                0.85765,                0.00349,                0.23799,                0.85813,               0.005347,               0.005347,               0.005347
                     97,                0.00374,                 0.3337,                0.87854,                0.00422,                0.24784,                0.89668,                0.96991,                0.97386,                0.98495,                0.85814,                0.00362,                0.30821,                0.86909,                0.00375,                0.24059,                0.87047,              0.0052975,              0.0052975,              0.0052975
                     98,                0.00361,                0.32788,                0.87638,                0.00401,                 0.2504,                0.89806,                0.98868,                0.98684,                0.98504,                0.85757,                0.00348,                0.30883,                0.85577,                0.00356,                0.21395,                0.85876,               0.005248,               0.005248,               0.005248
                     99,                0.00373,                  0.336,                0.88156,                0.00413,                0.27429,                0.89988,                 0.9626,                0.97832,                0.98324,                0.84003,                0.00367,                 0.3258,                0.87313,                0.00392,                0.25927,                0.87956,              0.0051985,              0.0051985,              0.0051985
                    100,                0.00358,                  0.334,                0.88154,                  0.004,                0.26747,                 0.9006,                0.98565,                0.98624,                0.98542,                0.85402,                0.00341,                0.31487,                   0.86,                0.00365,                0.22674,                 0.8619,               0.005149,               0.005149,               0.005149
                    101,                0.00381,                0.35155,                0.87973,                0.00416,                0.25918,                0.89239,                0.97309,                0.98684,                0.98637,                0.85488,                0.00347,                0.31958,                 0.8691,                0.00368,                0.23479,                0.86967,              0.0050995,              0.0050995,              0.0050995
                    102,                0.00384,                0.34582,                 0.8796,                0.00431,                0.25974,                0.89575,                0.97747,                0.94445,                0.98509,                0.85889,                0.00337,                0.30577,                0.85593,                0.00359,                0.25536,                0.86882,                0.00505,                0.00505,                0.00505
                    103,                0.00357,                0.32967,                0.87855,                0.00412,                 0.2509,                0.90019,                0.96793,                0.96061,                0.98801,                0.85078,                 0.0034,                0.30115,                0.86351,                0.00362,                0.24446,                0.87451,              0.0050005,              0.0050005,              0.0050005
                    104,                0.00359,                0.32798,                0.88006,                0.00421,                0.26294,                0.90441,                0.95006,                0.97329,                0.98603,                0.85933,                0.00345,                0.30155,                0.87234,                0.00364,                0.25609,                0.87988,               0.004951,               0.004951,               0.004951
                    105,                0.00361,                0.31872,                0.86694,                0.00428,                0.24836,                0.88486,                0.99331,                0.95988,                0.98566,                0.85974,                0.00335,                0.29363,                0.86179,                0.00348,                0.22714,                0.86819,              0.0049015,              0.0049015,              0.0049015
                    106,                0.00356,                 0.3225,                0.85725,                0.00407,                0.24333,                0.87655,                0.95937,                 0.9722,                0.98599,                0.86437,                0.00342,                0.29911,                0.86086,                0.00351,                0.24785,                0.86346,               0.004852,               0.004852,               0.004852
                    107,                0.00359,                0.32468,                0.87385,                0.00398,                0.26187,                0.88433,                0.94316,                0.99342,                0.98419,                0.85241,                0.00352,                0.30431,                0.87421,                0.00371,                0.24843,                0.87749,              0.0048025,              0.0048025,              0.0048025
                    108,                0.00359,                0.33065,                0.87648,                0.00414,                0.25911,                0.89746,                0.97307,                0.95901,                0.98496,                0.87137,                 0.0034,                0.29758,                 0.8545,                0.00351,                0.23321,                 0.8627,               0.004753,               0.004753,               0.004753
                    109,                0.00357,                0.33017,                0.87918,                0.00408,                0.25633,                0.89945,                0.98507,                0.97284,                0.98504,                0.86559,                0.00318,                0.28446,                 0.8453,                0.00344,                0.23396,                0.85683,              0.0047035,              0.0047035,              0.0047035
                    110,                0.00369,                0.33825,                0.88356,                0.00419,                0.27042,                0.90277,                0.94824,                0.98684,                  0.983,                0.86729,                0.00332,                0.28873,                0.84994,                 0.0034,                0.23939,                 0.8498,               0.004654,               0.004654,               0.004654
                    111,                0.00356,                0.32181,                0.86182,                0.00392,                0.24282,                0.87689,                0.97439,                0.98026,                0.98549,                0.87537,                0.00325,                 0.2888,                0.84712,                0.00352,                0.22312,                0.86302,              0.0046045,              0.0046045,              0.0046045
                    112,                0.00356,                0.32717,                0.86597,                0.00389,                 0.2291,                0.87984,                0.98099,                0.98684,                0.98785,                0.87136,                0.00328,                0.31284,                0.85494,                0.00357,                0.20747,                0.85819,               0.004555,               0.004555,               0.004555
